"","long.fips","long.name","short.fips","year","median.age","hs.plus","bachelors.plus","ag.percent.employ","mean.income","median.income","white.percent","papers.total","papers.daily","ktype_use","k.seats","party.presence","party.comp","general.presence","general.comp","population","pop_density"
"2495","620L500US23076","State House District 76 (2016), Maine","23076",2020,47.7,93.8,33.2,2.32,72112,59788,98.22,2068,1034,"SMD",1,1,1,1,1,8580,47.85863296
"2496","620L500US23077","State House District 77 (2016), Maine","23077",2020,43,91.9,24.7,2.36,68082,51200,98.56,760,380,"SMD",1,1,1,1,1,9006,149.7854506
"2497","620L500US23078","State House District 78 (2016), Maine","23078",2020,43.8,92.8,24.3,1.61,58655,44392,97.21,856,428,"SMD",1,1,1,1,1,8185,213.9086347
"2498","620L500US23079","State House District 79 (2016), Maine","23079",2020,43.8,92,17.5,4.09,59139,49020,96.43,1236,618,"SMD",1,1,1,1,1,8383,66.47002387
"2499","620L500US23080","State House District 80 (2016), Maine","23080",2020,41.1,91.1,19.5,3.05,61729,51994,97.63,1314,558,"SMD",1,1,1,1,1,8652,75.1550529
"2500","620L500US23081","State House District 81 (2016), Maine","23081",2020,46.1,94.2,33.3,1.36,76197,66601,97.84,1256,628,"SMD",1,1,1,1,1,8876,144.6639285
"2501","620L500US23082","State House District 82 (2016), Maine","23082",2020,43.2,90.8,22.2,1.44,74833,63655,96.03,1510,755,"SMD",1,0,0,1,1,9167,106.1658907
"2502","620L500US23083","State House District 83 (2016), Maine","23083",2020,44.5,91.7,25.9,0.84,56161,43570,95.73,1060,530,"SMD",1,1,1,1,1,8579,318.8152663
"2503","620L500US23084","State House District 84 (2016), Maine","23084",2020,45.2,94.2,35.9,0.58,78144,62447,96.17,1476,738,"SMD",1,1,1,1,1,8374,161.3829521
"2504","620L500US23085","State House District 85 (2016), Maine","23085",2020,43.7,90.8,26.5,0.76,53267,45095,93.38,1088,544,"SMD",1,1,1,1,1,9370,424.9240397
"2505","620L500US23086","State House District 86 (2016), Maine","23086",2020,43.5,85.8,27.7,0.86,50149,35652,94.23,1228,614,"SMD",1,1,1,1,1,7971,407.6403805
"2506","620L500US23087","State House District 87 (2016), Maine","23087",2020,45.4,92.4,22.5,2.8,62757,49988,94.71,1227,228,"SMD",1,1,1,1,1,8872,111.1194609
"2507","620L500US23088","State House District 88 (2016), Maine","23088",2020,45.9,90,21,3.36,61136,52847,96.89,1541,178,"SMD",1,1,1,1,1,8593,66.08220864
"2508","620L500US23089","State House District 89 (2016), Maine","23089",2020,56.7,94.6,39.8,4.8,77934,55455,98.8,2064,0,"SMD",1,1,1,1,1,8522,123.5663433
"2509","620L500US23090","State House District 90 (2016), Maine","23090",2020,53.2,95,40.7,5.7,68941,55943,98.33,2136,0,"SMD",1,1,1,1,1,8044,75.71536145
"2510","620L500US23091","State House District 91 (2016), Maine","23091",2020,45.7,91.4,24.5,6.12,57751,49674,97.09,1332,0,"SMD",1,0,0,1,1,8584,60.5962205
"2511","620L500US23092","State House District 92 (2016), Maine","23092",2020,47.4,91.3,29.9,12.1,66266,50870,96.85,1674,0,"SMD",1,1,1,1,1,8214,116.5023757
"2512","620L500US23093","State House District 93 (2016), Maine","23093",2020,49.6,93.5,30.1,5.23,54705,42397,95.72,1026,0,"SMD",1,1,1,1,1,8842,407.1277282
"2513","620L500US23094","State House District 94 (2016), Maine","23094",2020,52.4,96.3,43.8,1.71,79022,59346,97.68,1359,0,"SMD",1,0,0,1,1,9000,166.0884329
"2514","620L500US23095","State House District 95 (2016), Maine","23095",2020,42.4,92.9,20.5,2.21,64316,56611,95.58,1419,0,"SMD",1,0,0,1,1,9235,80.11346878
"2515","620L500US23096","State House District 96 (2016), Maine","23096",2020,45.7,92.8,27.9,2.52,59846,47164,97.7,541,0,"SMD",1,1,1,1,1,8714,40.62868626
"2516","620L500US23097","State House District 97 (2016), Maine","23097",2020,45.2,92.7,39.6,1.67,62485,44375,96.35,454,0,"SMD",1,1,1,1,1,9223,119.6099029
"2517","620L500US23098","State House District 98 (2016), Maine","23098",2020,46,90.7,26.3,1.82,55582,48490,97.46,325,0,"SMD",1,1,1,1,1,8844,81.50025342
"2518","620L500US23099","State House District 99 (2016), Maine","23099",2020,42,90.2,21.6,5.09,49979,40269,95.1,527,0,"SMD",1,1,1,1,1,9222,33.19248184
"2519","620L500US23100","State House District 100 (2016), Maine","23100",2020,46.9,90.2,18,2.75,55249,43488,96.64,2712,452,"SMD",1,1,1,1,1,8743,56.39662768
"2520","620L500US23101","State House District 101 (2016), Maine","23101",2020,43,95.4,38.4,0.59,88795,76379,96.84,1098,183,"SMD",1,1,1,1,1,8880,128.7964494
"2521","620L500US23102","State House District 102 (2016), Maine","23102",2020,39.8,88.3,22.9,0.37,67472,55360,97.28,906,151,"SMD",1,1,1,1,1,8606,116.3366002
"2522","620L500US23103","State House District 103 (2016), Maine","23103",2020,41.9,92.2,22,0.79,69160,62923,98.48,1326,221,"SMD",1,1,1,1,1,8797,115.1063134
"2523","620L500US23104","State House District 104 (2016), Maine","23104",2020,46.7,88.6,15.6,4.53,50714,39750,97.37,2496,416,"SMD",1,0,0,0,1,8965,47.95707668
"2524","620L500US23105","State House District 105 (2016), Maine","23105",2020,46,87.6,14.4,5.7,52063,42147,97.52,0,0,"SMD",1,1,1,1,1,9009,43.48917477
"2525","620L500US23106","State House District 106 (2016), Maine","23106",2020,42.3,85,14.3,1.99,52696,46301,96.23,448,224,"SMD",1,1,1,1,1,8453,75.27025342
"2526","620L500US23107","State House District 107 (2016), Maine","23107",2020,46.3,84.2,18.7,3.88,47102,31085,95.48,0,0,"SMD",1,1,1,1,1,8651,144.2771135
"2527","620L500US23108","State House District 108 (2016), Maine","23108",2020,42.4,90.3,13.7,2.15,55712,46967,98.14,0,0,"SMD",1,1,1,1,1,8324,82.96703844
"2528","620L500US23109","State House District 109 (2016), Maine","23109",2020,43,91.1,24,0.92,50559,27285,91.03,884,442,"SMD",1,1,1,1,1,9059,1098.19372
"2529","620L500US23110","State House District 110 (2016), Maine","23110",2020,33.7,90.4,23.4,0.58,55431,40586,90.92,916,458,"SMD",1,1,1,1,1,8501,647.9914628
"2530","620L500US23111","State House District 111 (2016), Maine","23111",2020,48.4,90,16.7,2.66,55339,42943,96.64,0,0,"SMD",1,1,1,1,1,8746,62.30853626
"2531","620L500US23112","State House District 112 (2016), Maine","23112",2020,48.3,90.7,20.5,7.61,49913,41321,96.81,657,0,"SMD",1,1,1,1,1,9088,14.06660898
"2532","620L500US23113","State House District 113 (2016), Maine","23113",2020,35.3,92.9,33.7,2.5,50978,40950,96.3,287,0,"SMD",1,1,1,1,1,9116,89.4997791
"2533","620L500US23114","State House District 114 (2016), Maine","23114",2020,47.5,92.2,21.2,2.98,55052,39066,96.67,442,0,"SMD",1,1,1,1,1,9245,44.68385388
"2534","620L500US23115","State House District 115 (2016), Maine","23115",2020,48.7,92.2,16.3,1.66,45600,34485,97.27,1371,0,"SMD",1,1,1,1,1,8648,39.97577786
"2535","620L500US23116","State House District 116 (2016), Maine","23116",2020,49.4,92,13.7,4.3,52200,42620,95.25,1281,0,"SMD",1,1,1,1,1,7986,43.33646265
"2536","620L500US23117","State House District 117 (2016), Maine","23117",2020,52.1,93,26.6,4.25,63483,47366,97.98,4668,0,"SMD",1,1,1,1,1,8013,4.246670447
"2537","620L500US23118","State House District 118 (2016), Maine","23118",2020,49.6,87.3,16,10.44,49308,36107,96.89,184,0,"SMD",1,1,1,1,1,7844,2.35585269
"2538","620L500US23119","State House District 119 (2016), Maine","23119",2020,52.3,90.1,16.2,3.62,50183,39181,96.33,2266,0,"SMD",1,1,1,1,1,8238,2.304908829
"2539","620L500US23120","State House District 120 (2016), Maine","23120",2020,48.3,89.7,16.7,2.08,47463,35424,96.2,745,0,"SMD",1,1,1,1,1,8590,28.35554353
"2540","620L500US23121","State House District 121 (2016), Maine","23121",2020,43.8,92,18.4,1.88,58487,50339,95.97,1614,269,"SMD",1,1,1,1,1,8540,44.36524965
"2541","620L500US23122","State House District 122 (2016), Maine","23122",2020,33.9,91.9,27.9,1.35,49907,34475,82.92,1794,299,"SMD",1,1,1,1,1,8465,182.2154297
"2542","620L500US23123","State House District 123 (2016), Maine","23123",2020,21.2,94.8,61,0.6,56729,37850,92,702,117,"SMD",1,1,1,1,1,9083,1831.619278
"2543","620L500US23124","State House District 124 (2016), Maine","23124",2020,34.5,93,36,0.95,68185,43762,90,1098,183,"SMD",1,1,1,1,1,10173,418.0398603
"2544","620L500US23125","State House District 125 (2016), Maine","23125",2020,41.1,93.3,32.5,0.43,62870,45226,92.06,858,143,"SMD",1,1,1,1,1,8147,1100.202566
"2545","620L500US23126","State House District 126 (2016), Maine","23126",2020,31,91.1,24.8,0.55,42358,31455,94.13,636,106,"SMD",1,1,1,1,1,8414,1199.942955
"2546","620L500US23127","State House District 127 (2016), Maine","23127",2020,41.9,90.3,31.4,0.38,52863,36720,97.03,1722,287,"SMD",1,1,1,1,1,7485,858.0763499
"2547","620L500US23128","State House District 128 (2016), Maine","23128",2020,40.9,94.2,29.3,0.81,64591,55366,97.82,1224,204,"SMD",1,1,1,1,1,8535,708.7104542
"2548","620L500US23129","State House District 129 (2016), Maine","23129",2020,45,92.9,27,0.96,70750,51630,97.63,1320,220,"SMD",1,1,1,1,1,8720,89.84503792
"2549","620L500US23130","State House District 130 (2016), Maine","23130",2020,45.7,94.9,23.7,2.37,61062,47513,98.26,1729,56,"SMD",1,1,1,1,1,8626,112.7036597
"2550","620L500US23131","State House District 131 (2016), Maine","23131",2020,50.5,93.8,27.7,2.16,69163,53958,97.36,3363,0,"SMD",1,1,1,1,1,8727,44.76027327
"2551","620L500US23132","State House District 132 (2016), Maine","23132",2020,44.4,94.3,29.1,1.47,64145,51453,96.48,3017,0,"SMD",1,1,1,1,1,9599,98.47855304
"2552","620L500US23133","State House District 133 (2016), Maine","23133",2020,48,95.7,43.6,4.33,75809,53384,96.73,4305,0,"SMD",1,1,1,1,1,8494,46.34464396
"2553","620L500US23134","State House District 134 (2016), Maine","23134",2020,50.4,91.8,33,18.84,70198,51233,96.48,5914,0,"SMD",1,1,1,1,1,8499,60.94701289
"2554","620L500US23135","State House District 135 (2016), Maine","23135",2020,49.5,97.9,50,3.24,70985,55085,93.2,7105,0,"SMD",1,1,1,1,1,8806,90.8040999
"2555","620L500US23136","State House District 136 (2016), Maine","23136",2020,47.3,89.4,21.2,10.58,59043,43588,95.66,6062,0,"SMD",1,1,1,1,1,8224,26.71049127
"2556","620L500US23137","State House District 137 (2016), Maine","23137",2020,46.9,89.1,15.8,7.16,53403,42068,95.41,9132,350,"SMD",1,1,1,1,1,8379,5.770796286
"2557","620L500US23138","State House District 138 (2016), Maine","23138",2020,46.6,87.5,22.2,18.22,52294,40556,95.99,2230,0,"SMD",1,1,1,1,1,8821,26.17111357
"2558","620L500US23139","State House District 139 (2016), Maine","23139",2020,48,89.8,23.3,11.35,51565,38510,94.54,1616,0,"SMD",1,1,1,1,1,9076,37.98141104
"2559","620L500US23140","State House District 140 (2016), Maine","23140",2020,45.3,87.2,17.3,3.35,53051,39246,80.53,1470,0,"SMD",1,1,1,1,1,8591,34.87385577
"2560","620L500US23141","State House District 141 (2016), Maine","23141",2020,51.3,86.3,12.3,12.04,50534,38663,96.59,6866,756,"SMD",1,1,1,1,1,8427,4.58619483
"2561","620L500US23142","State House District 142 (2016), Maine","23142",2020,45.7,85.6,13.5,8.05,55580,39618,97.47,4170,695,"SMD",1,1,1,1,1,8347,22.05639482
"2562","620L500US23143","State House District 143 (2016), Maine","23143",2020,51.3,90.2,11.2,2.63,48213,34310,96.78,6876,1146,"SMD",1,1,1,1,1,8538,8.473903395
"2563","620L500US23144","State House District 144 (2016), Maine","23144",2020,46.2,89.3,16.2,4.93,50585,36733,93.52,5868,0,"SMD",1,1,1,1,1,9026,11.74144368
"2564","620L500US23145","State House District 145 (2016), Maine","23145",2020,48.2,87.8,14.6,8.6,49946,39296,95.5,7706,139,"SMD",1,1,1,1,1,8841,7.309420562
"2565","620L500US23146","State House District 146 (2016), Maine","23146",2020,46,89.2,18.8,5.74,55367,45950,96.6,2748,0,"SMD",1,1,1,1,1,9105,26.45641012
"2566","620L500US23147","State House District 147 (2016), Maine","23147",2020,40.1,88.9,20.5,1.39,49349,35658,93.46,1676,0,"SMD",1,1,1,1,1,8765,164.1170633
"2567","620L500US23148","State House District 148 (2016), Maine","23148",2020,45,86.8,17.9,10.02,56345,39128,96.06,4044,0,"SMD",1,1,1,1,1,8323,23.44381568
"2568","620L500US23149","State House District 149 (2016), Maine","23149",2020,45,84.9,20.1,3.08,50998,35679,92.89,2088,0,"SMD",1,1,1,1,1,8580,57.41050519
"2569","620L500US23150","State House District 150 (2016), Maine","23150",2020,53.1,85.7,17.2,4.28,46788,36515,97.31,3504,0,"SMD",1,1,1,1,1,8528,15.09941748
"2570","620L500US23151","State House District 151 (2016), Maine","23151",2020,48.6,86.7,19,9.32,48113,37846,96.3,8472,0,"SMD",1,1,1,1,1,8856,2.681726649
"2571","620L500US25060","1st Barnstable District (2016), Massachusetts","25060",2020,55.6,95.8,40.4,0.89,80633,59127,94.23,27510,2751,"SMD",1,1,1,1,1,41017,652.3163536
"2572","620L500US25065","1st Berkshire District (2016), Massachusetts","25065",2020,43.5,88.8,30.3,0.96,65135,50118,92.6,4698,1566,"SMD",1,0,0,0,1,38818,167.4423821
"2573","620L500US25069","1st Bristol District (2016), Massachusetts","25069",2020,41.3,95.4,45.5,0.15,115717,95509,90.76,18991,2581,"SMD",1,1,1,1,1,39834,881.7513724
"2574","620L500US25083","1st Essex District (2016), Massachusetts","25083",2020,45.9,94.6,47.2,0.39,99758,76994,94.96,21042,5845,"SMD",1,1,1,1,1,43801,1216.289015
"2575","620L500US25100","1st Franklin District (2016), Massachusetts","25100",2020,46.4,93.9,43.2,1.85,82357,65005,93.38,9397,3099,"SMD",1,0,0,0,1,40777,80.99159437
"2576","620L500US25102","1st Hampden District (2016), Massachusetts","25102",2020,43.5,92.9,31,0.83,81700,63185,96.81,23113,5853,"SMD",1,1,1,1,1,41305,219.8044882
"2577","620L500US25115","1st Hampshire District (2016), Massachusetts","25115",2020,42.2,95.6,50.9,1.07,89420,64930,90.16,8471,1237,"SMD",1,0,0,0,1,40578,336.953814
"2578","620L500US25118","1st Middlesex District (2016), Massachusetts","25118",2020,43.2,95.6,43.8,1.01,113350,93278,94.46,48298,5084,"SMD",1,1,1,1,1,43274,325.2388146
"2579","620L500US25157","1st Norfolk District (2016), Massachusetts","25157",2020,41.1,88,41,0,85481,71862,56.36,22537,727,"SMD",1,0,0,0,1,41089,3472.701149
"2580","620L500US25172","1st Plymouth District (2016), Massachusetts","25172",2020,45.5,95.6,37.6,0.39,103860,82171,93.2,21644,1546,"SMD",1,1,1,1,1,43138,526.0860021
"2581","620L500US25184","1st Suffolk District (2016), Massachusetts","25184",2020,33.7,67.4,22.3,0.34,67755,52152,62.49,7990,940,"SMD",1,0,0,0,1,46208,9816.868494
"2582","620L500US25203","1st Worcester District (2016), Massachusetts","25203",2020,42.5,96,50.8,0.41,119459,101005,95.08,23180,6954,"SMD",1,0,0,1,1,43060,277.7580679
"2583","620L500US25061","2nd Barnstable District (2016), Massachusetts","25061",2020,47.7,94,35.1,0.43,81402,60986,89.45,19400,1940,"SMD",1,1,1,1,1,41547,1169.547348
"2584","620L500US25066","2nd Berkshire District (2016), Massachusetts","25066",2020,46,93.1,30.7,1.41,69116,53964,94.48,3790,2366,"SMD",1,0,0,0,1,42061,105.4107564
"2585","620L500US25070","2nd Bristol District (2016), Massachusetts","25070",2020,40.8,88.9,30.8,0.32,83651,67517,88.05,8888,3232,"SMD",1,1,1,1,1,39928,1729.308329
"2586","620L500US25084","2nd Essex District (2016), Massachusetts","25084",2020,45.5,96.8,49.9,0.26,122613,100599,96.49,21600,6000,"SMD",1,1,1,1,1,44207,502.2666591
"2587","620L500US25101","2nd Franklin District (2016), Massachusetts","25101",2020,44.8,89.9,21.9,1.16,66886,55779,95.13,28515,9227,"SMD",1,0,0,1,1,41757,112.1851618
"2588","620L500US25103","2nd Hampden District (2016), Massachusetts","25103",2020,46.8,94.2,47,0.39,114503,86498,92.5,9660,1932,"SMD",1,1,1,1,1,41280,493.0368105
"2589","620L500US25116","2nd Hampshire District (2016), Massachusetts","25116",2020,43.5,94.2,38.5,0.99,80718,63126,91.75,7497,1071,"SMD",1,1,1,1,1,41974,620.963089
"2590","620L500US25119","2nd Middlesex District (2016), Massachusetts","25119",2020,43.8,97.1,61.5,0.25,140535,122370,85.19,43928,4624,"SMD",1,1,1,1,1,45028,825.6715871
"2591","620L500US25158","2nd Norfolk District (2016), Massachusetts","25158",2020,39.5,89.2,40.9,0.22,82956,63903,68.84,21793,703,"SMD",1,1,1,1,1,41097,7579.675397
"2592","620L500US25173","2nd Plymouth District (2016), Massachusetts","25173",2020,44.9,90.8,24.3,1.17,79558,69908,89.82,27552,1968,"SMD",1,1,1,1,1,41876,387.715611
"2593","620L500US25185","2nd Suffolk District (2016), Massachusetts","25185",2020,33.4,76.3,35.5,0.18,93219,61725,57.91,11441,1346,"SMD",1,0,0,0,1,46743,15078.3871
"2594","620L500US25204","2nd Worcester District (2016), Massachusetts","25204",2020,41.4,89.3,22.7,0.99,71539,58442,94.39,27860,8358,"SMD",1,1,1,1,1,40906,337.6252497
"2595","620L500US25062","3rd Barnstable District (2016), Massachusetts","25062",2020,50.1,94.5,35.5,0.63,86233,69199,89.22,21260,2126,"SMD",1,0,0,0,1,42939,651.9243908
"2596","620L500US25067","3rd Berkshire District (2016), Massachusetts","25067",2020,42.4,89.8,26.8,0.24,61215,44438,87.73,3555,1185,"SMD",1,0,0,0,1,40642,1111.37849
"2597","620L500US25071","3rd Bristol District (2016), Massachusetts","25071",2020,41,84.5,22.6,0.39,71082,54547,87.97,8415,3060,"SMD",1,1,1,1,1,43110,1154.000589
"2598","620L500US25085","3rd Essex District (2016), Massachusetts","25085",2020,38.1,85.7,25,0.06,76312,57139,80.96,15534,4315,"SMD",1,0,0,0,1,43265,2016.828268
"2599","620L500US25104","3rd Hampden District (2016), Massachusetts","25104",2020,45.2,92.2,30,0.55,79999,65674,94.23,9140,1828,"SMD",1,1,1,1,1,40057,415.2921051
"2600","620L500US25117","3rd Hampshire District (2016), Massachusetts","25117",2020,21.7,94.1,60,0.67,76429,50149,79.4,4984,712,"SMD",1,0,0,1,1,44510,663.6251137
"2601","620L500US25120","3rd Middlesex District (2016), Massachusetts","25120",2020,43.1,94.4,50.4,0.99,116174,95776,92.1,41198,5100,"SMD",1,0,0,0,1,42346,784.1416218
"2602","620L500US25159","3rd Norfolk District (2016), Massachusetts","25159",2020,40.4,92.5,32.9,0.33,82980,67776,76.19,18352,592,"SMD",1,1,1,1,1,44052,3303.9826
"2603","620L500US25174","3rd Plymouth District (2016), Massachusetts","25174",2020,47.2,97.5,61.6,0.53,151379,105514,96.46,22197,1288,"SMD",1,1,1,1,1,40115,1131.0514
"2604","620L500US25186","3rd Suffolk District (2016), Massachusetts","25186",2020,32.9,89.4,69.9,0.05,143682,88880,72.48,10098,1188,"SMD",1,0,0,0,1,43641,30264.21637
"2605","620L500US25205","3rd Worcester District (2016), Massachusetts","25205",2020,35.2,82.7,21.1,0.06,63310,50921,81.29,20200,6060,"SMD",1,1,1,1,1,43113,1384.400488
"2606","620L500US25063","4th Barnstable District (2016), Massachusetts","25063",2020,57,95.9,49.2,1.64,85670,61636,94.25,33510,3351,"SMD",1,0,0,0,1,40081,321.1875952
"2607","620L500US25068","4th Berkshire District (2016), Massachusetts","25068",2020,51.3,92.4,41.3,1.24,89861,64707,93.52,13622,4046,"SMD",1,0,0,0,1,38191,62.00854361
"2608","620L500US25072","4th Bristol District (2016), Massachusetts","25072",2020,43.3,93.1,35.5,0.31,103932,90483,96.53,10340,3760,"SMD",1,0,0,0,1,41454,460.5027827
"2609","620L500US25086","4th Essex District (2016), Massachusetts","25086",2020,45.5,97,55.6,1,130339,93872,95.24,24570,6825,"SMD",1,1,1,1,1,44853,480.8993342
"2610","620L500US25105","4th Hampden District (2016), Massachusetts","25105",2020,38,92.2,32.4,0.35,77030,62969,93.27,9510,1902,"SMD",1,1,1,1,1,41486,896.9364149
"2611","620L500US25121","4th Middlesex District (2016), Massachusetts","25121",2020,40,89.9,44,0.26,96934,77863,75.51,26056,4102,"SMD",1,1,1,1,1,43975,1552.296234
"2612","620L500US25160","4th Norfolk District (2016), Massachusetts","25160",2020,42.4,93.6,37.5,0.11,87840,68277,87.34,21369,731,"SMD",1,1,1,1,1,43448,3102.0991
"2613","620L500US25175","4th Plymouth District (2016), Massachusetts","25175",2020,45.3,96.3,48.5,0.5,117262,94791,96.25,14070,1005,"SMD",1,1,1,1,1,41504,963.528729
"2614","620L500US25187","4th Suffolk District (2016), Massachusetts","25187",2020,30.9,91,59.5,0.01,105280,83430,77.51,11985,1410,"SMD",1,0,0,0,1,44559,9134.686347
"2615","620L500US25206","4th Worcester District (2016), Massachusetts","25206",2020,40.8,86.8,28.1,0.05,71133,56510,84.64,16160,4848,"SMD",1,1,1,1,1,41304,1433.022239
"2616","620L500US25156","5th Barnstable District (2016), Massachusetts","25156",2020,46.5,96.4,40.1,0.63,99680,85536,96.05,19356,1888,"SMD",1,1,1,1,1,38743,439.3676499
"2617","620L500US25073","5th Bristol District (2016), Massachusetts","25073",2020,44.7,86.1,22.4,0.22,79065,67281,93.74,11913,4332,"SMD",1,0,0,0,1,42631,945.1502051
"2618","620L500US25087","5th Essex District (2016), Massachusetts","25087",2020,49.4,92,41,1.51,94253,67665,95.98,20772,5770,"SMD",1,0,0,1,1,40345,855.6915311
"2619","620L500US25106","5th Hampden District (2016), Massachusetts","25106",2020,34.4,79.2,25.6,0.42,55169,38829,83.86,9440,1888,"SMD",1,0,0,0,1,40280,1903.14198
"2620","620L500US25122","5th Middlesex District (2016), Massachusetts","25122",2020,41.8,97.1,66.7,0.27,137365,106365,86.18,35396,3400,"SMD",1,0,0,0,1,44561,1129.556401
"2621","620L500US25161","5th Norfolk District (2016), Massachusetts","25161",2020,42.7,93.1,37.6,0.03,95875,80010,79.77,28985,935,"SMD",1,1,1,1,1,41604,2624.858044
"2622","620L500US25176","5th Plymouth District (2016), Massachusetts","25176",2020,42.3,95.3,41.9,0.15,116592,87552,95.16,11690,835,"SMD",1,1,1,1,1,42902,916.8857259
"2623","620L500US25188","5th Suffolk District (2016), Massachusetts","25188",2020,32.6,74.3,15,0.11,55554,38965,11.97,6052,712,"SMD",1,0,0,1,1,43170,23048.58516
"2624","620L500US25207","5th Worcester District (2016), Massachusetts","25207",2020,43.2,91.9,27.1,0.77,80091,67018,95.57,37925,11273,"SMD",1,1,1,1,1,42751,161.2758413
"2625","620L500US25074","6th Bristol District (2016), Massachusetts","25074",2020,39.1,78,19.7,0.39,57281,44177,82.75,11352,4128,"SMD",1,1,1,1,1,43725,2414.411927
"2626","620L500US25088","6th Essex District (2016), Massachusetts","25088",2020,40,94.9,47.5,0.22,103416,73839,94.51,12744,3540,"SMD",1,0,0,1,1,40967,2714.844268
"2627","620L500US25107","6th Hampden District (2016), Massachusetts","25107",2020,37.2,86.9,27.4,0,64100,47516,84.54,9800,1960,"SMD",1,0,0,0,1,39795,2062.237654
"2628","620L500US25123","6th Middlesex District (2016), Massachusetts","25123",2020,39.1,94.3,57.4,0.22,105171,88499,76,30362,3196,"SMD",1,0,0,0,1,44367,2221.571278
"2629","620L500US25162","6th Norfolk District (2016), Massachusetts","25162",2020,42,93.3,44,0.08,102961,80112,80.2,28830,930,"SMD",1,0,0,0,1,41434,1413.454322
"2630","620L500US25177","6th Plymouth District (2016), Massachusetts","25177",2020,43.4,96,43.8,0.37,119223,101275,94.99,11704,836,"SMD",1,1,1,1,1,41541,713.9837063
"2631","620L500US25189","6th Suffolk District (2016), Massachusetts","25189",2020,34,79,18.1,0.14,57881,42555,15.86,8415,990,"SMD",1,0,0,0,1,44795,14706.17203
"2632","620L500US25208","6th Worcester District (2016), Massachusetts","25208",2020,40.1,87.8,24.6,0.58,77217,61055,87.64,20820,6246,"SMD",1,0,0,0,1,41886,518.2884577
"2633","620L500US25075","7th Bristol District (2016), Massachusetts","25075",2020,38.8,66.8,10.6,0.45,43208,30898,81.69,6864,2496,"SMD",1,0,0,0,1,39566,9440.706275
"2634","620L500US25089","7th Essex District (2016), Massachusetts","25089",2020,36.4,90.3,38.9,0.2,74922,61093,77.9,13626,3785,"SMD",1,0,0,0,1,42804,5160.839161
"2635","620L500US25108","7th Hampden District (2016), Massachusetts","25108",2020,43.9,84.8,26.2,0.19,80825,62952,89.21,9384,1768,"SMD",1,1,1,1,1,42084,566.2387987
"2636","620L500US25124","7th Middlesex District (2016), Massachusetts","25124",2020,37.9,85.7,41.5,0.09,90328,61634,74.31,22192,2336,"SMD",1,0,0,0,1,40252,2474.457491
"2637","620L500US25163","7th Norfolk District (2016), Massachusetts","25163",2020,40,90.7,45.2,0.09,121190,88984,59.7,24428,788,"SMD",1,0,0,0,1,41743,2324.091086
"2638","620L500US25178","7th Plymouth District (2016), Massachusetts","25178",2020,40.4,94.5,29.4,0.1,91235,77592,94.36,9408,672,"SMD",1,1,1,1,1,41661,1410.51598
"2639","620L500US25190","7th Suffolk District (2016), Massachusetts","25190",2020,21.9,82.5,37.4,0,47486,28138,44.94,5899,694,"SMD",1,0,0,0,1,41599,23608.96708
"2640","620L500US25209","7th Worcester District (2016), Massachusetts","25209",2020,44.2,93.1,35.4,0.1,84989,71073,94.28,24000,7200,"SMD",1,1,1,1,1,38635,692.6441851
"2641","620L500US25076","8th Bristol District (2016), Massachusetts","25076",2020,44.9,82.7,24.3,0.95,78176,63618,93.53,14542,5288,"SMD",1,1,1,1,1,38923,374.7965836
"2642","620L500US25090","8th Essex District (2016), Massachusetts","25090",2020,45.5,94.9,57.7,0.17,132849,92637,89.62,15030,4175,"SMD",1,0,0,0,1,40922,5303.525143
"2643","620L500US25109","8th Hampden District (2016), Massachusetts","25109",2020,40.6,86,16.1,0.21,61547,47476,84.86,10260,2052,"SMD",1,0,0,0,1,41033,2519.371278
"2644","620L500US25125","8th Middlesex District (2016), Massachusetts","25125",2020,41.3,97.2,64.9,0.12,158386,126732,88.46,32962,5012,"SMD",1,0,0,0,1,44116,683.873568
"2645","620L500US25164","8th Norfolk District (2016), Massachusetts","25164",2020,42.7,94.6,55.8,0.05,136025,105501,81.34,26117,981,"SMD",1,0,0,0,1,42727,1092.818047
"2646","620L500US25179","8th Plymouth District (2016), Massachusetts","25179",2020,37,92.5,34.6,0.26,105075,85995,86.73,8649,1611,"SMD",1,0,0,0,1,41080,860.7828346
"2647","620L500US25191","8th Suffolk District (2016), Massachusetts","25191",2020,30.3,97.3,83.5,0.07,151649,98750,76.53,11183,1238,"SMD",1,0,0,0,1,44582,24189.90776
"2648","620L500US25210","8th Worcester District (2016), Massachusetts","25210",2020,40.6,94.4,30.2,0.46,102824,87017,94.28,25223,4637,"SMD",1,1,1,1,1,42884,671.079605
"2649","620L500US25077","9th Bristol District (2016), Massachusetts","25077",2020,39.6,82.3,27.9,0.77,84713,62179,86.26,10945,3980,"SMD",1,0,0,0,1,42900,681.6231847
"2650","620L500US25091","9th Essex District (2016), Massachusetts","25091",2020,44.3,92.7,36.4,0.04,103233,88956,93,19694,3930,"SMD",1,1,1,1,1,42664,2841.80377
"2651","620L500US25110","9th Hampden District (2016), Massachusetts","25110",2020,35.6,83.4,21.1,0.33,58546,43394,69.01,8970,1794,"SMD",1,0,0,1,1,42281,3407.834287
"2652","620L500US25126","9th Middlesex District (2016), Massachusetts","25126",2020,39.8,94.2,55.3,0.11,120948,95605,77.06,32528,3424,"SMD",1,0,0,1,1,41421,1763.12093
