candidate_ID,assigned_ID,year,website,website.binary,party_full,incumbent_status,party_short
MA-H6S552B_Rausch_R,H6S552B,2018,https://www.beccarausch.com/,1,Democrat,C,D
MA-03J9DL0_Timilty_W,03J9DL0,2018,NA,0,Democrat,I,D
MA-Z256XC6_Rudolf_D,Z256XC6,2018,https://www.debrudolf.com/,1,Democrat,C,D
MA-AS08P43_deMacedo_V,AS08P43,2018,http://www.demacedo.org/,1,Republican,I,R
MA-66T14PJ_McBrine_K,66T14PJ,2018,http://votemcbrine.com/,1,Democrat,C,D
MA-967FJM9_Gill_S,967FJM9,2018,https://gill4senate.org/,1,Republican,C,R
MA-HJ15R01_O'Connor_P,HJ15R01,2018,http://www.oconnorforsenate.com/,1,Republican,I,R
MA-84JY9O0_Chalifoux-Zephir_S,84JY9O0,2018,https://www.suechalifouxzephir.com/,1,Democrat,C,D
MA-O2W03E4_Tran_D,O2W03E4,2018,http://www.deantran.com/,1,Republican,I,R
MA-Q200JB3_Merolli_T,Q200JB3,2018,http://www.tom4ma.com/,1,Democrat,C,D
MA-S5A2P18_Fattman_R,S5A2P18,2018,http://www.fattman.com,1,Republican,I,R
MA-8E9B6P5_Hall_S,8E9B6P5,2018,NA,0,Republican,C,R
MA-96HOA92_Gobi_A,96HOA92,2018,NA,0,Democrat,I,D
MI-E65NA78_Corcoran_M,E65NA78,2018,NA,0,Republican,C,R
MI-0S520NV_Yancey_T,0S520NV,2018,https://www.voteyancey.com/,1,Democrat,I,D
MI-D8N63Y5_Creswell_G,D8N63Y5,2018,http://gregcreswell.com/,1,Libertarian,C,O
MI-O2W322Y_Morgan_J,O2W322Y,2018,NA,0,Libertarian,C,O
MI-B05V9J9_Brang_W,B05V9J9,2018,NA,0,Republican,C,R
MI-KV4Y146_Love_L,KV4Y146,2018,NA,0,Democrat,I,D
MI-0FY733Z_Clarke_S,0FY733Z,2018,https://www.sandyclarke.org/,1,Democrat,C,D
MI-4Y4F09Z_VanSingel_S,4Y4F09Z,2018,http://www.svs4rep.com/,1,Republican,I,R
MI-28W1N4X_O'Malley_J,28W1N4X,2018,http://votejackomalley.com/,1,Republican,O,R
MI-SXA0915_Wiejaczka_K,SXA0915,2018,https://kathy101st.com/,1,Democrat,O,D
MI-1O972LT_Adams_D,1O972LT,2018,http://www.dionadamsformichigan.com/,1,Democrat,C,D
MI-M1Q7S00_Hoitenga_M,M1Q7S00,2018,NA,0,Republican,I,R
MI-G83DX46_Schaiberger_T,G83DX46,2018,NA,0,Democrat,C,D
MI-F4KR981_Rendon_D,F4KR981,2018,http://dairerendon.com/,1,Republican,I,R
MI-5KT02M8_O'Neil_D,5KT02M8,2018,https://www.voteoneil.com/,1,Democrat,C,D
MI-9SW190D_Inman_L,9SW190D,2018,http://inmanforstaterep.com/,1,Republican,I,R
MI-TS95R39_Fruge_M,TS95R39,2018,https://www.melissafruge.com/,1,Democrat,C,D
MI-0V0P22G_Cole_T,0V0P22G,2018,http://tristoncole.com/,1,Republican,I,R
MI-S9JF690_Greene_L,S9JF690,2018,https://www.voteforloragreene.com/,1,Democrat,C,D
MI-0787IKD_Allor_S,0787IKD,2018,http://sueallor.com/,1,Republican,I,R
MI-344XU8N_Galloway_J,344XU8N,2018,https://www.joannegalloway.com/,1,Democrat,C,D
MI-RDZ6223_Chatfield_L,RDZ6223,2018,http://www.leechatfield.com/,1,Republican,I,R
MI-26K71CQ_Romps_B,26K71CQ,2018,https://www.electbobromps.com/,1,Democrat,C,D
MI-UPN5084_LaFave_B,UPN5084,2018,http://www.beaulafave.com/,1,Republican,I,R
MI-R169O0T_Wagner_M,R169O0T,2018,http://www.melodywagnerforstate.com/,1,Republican,C,R
MI-T319SI2_Cambensy_S,T319SI2,2018,http://electsaracambensy.com/,1,Democrat,I,D
MI-77WU42V_Townsend_J,77WU42V,2018,NA,0,Republican,C,R
MI-YI446N2_Jones_J,YI446N2,2018,https://www.jonesforstaterep.com/,1,Democrat,I,D
MI-62Y3O8W_Markkanen_G,62Y3O8W,2018,NA,0,Republican,O,R
MI-5X672ZP_Summers_K,5X672ZP,2018,http://www.votekensummers.com/,1,Democrat,O,D
MI-7CD798Z_Garza_A,7CD798Z,2018,https://www.alexformichigan.com/,1,Democrat,O,D
MI-637UWE5_Bailey_M,637UWE5,2018,NA,0,Republican,O,R
MI-WHY4719_Spencer_A,WHY4719,2018,NA,0,Republican,C,R
MI-S11Q9D0_Liberati_F,S11Q9D0,2018,NA,0,Democrat,I,D
MI-24R1D7L_Stasik_D,24R1D7L,2018,NA,0,Republican,C,R
MI-TN233U5_Clemente_C,TN233U5,2018,NA,0,Democrat,I,D
MI-586A9SX_Mitchell_D,586A9SX,2018,NA,0,Republican,C,R
MI-F26PQ94_Hammoud_A,F26PQ94,2018,http://votehammoud.com/,1,Democrat,I,D
MI-D5R4N97_Rice-White_J,D5R4N97,2018,NA,0,Republican,C,R
MI-9Z95L6X_Coleman_K,9Z95L6X,2018,http://www.colemanformichigan.com/,1,Democrat,C,D
MI-KO9U399_LaVoy_M,KO9U399,2018,https://michellelavoy.com/,1,Democrat,C,D
MI-4T97RH6_Bellino_J,4T97RH6,2018,https://www.electjoebellino.com/,1,Republican,I,R
MI-7FN055X_McKee_K,7FN055X,2018,NA,0,Republican,C,R
MI-31AYO93_Hertel_K,31AYO93,2018,http://hertelforhouse.com/,1,Democrat,I,D
MI-K204Z6A_Meakin_B,K204Z6A,2018,https://www.brianmeakin.com/,1,Republican,O,R
MI-FS72G16_Pohutsky_L,FS72G16,2018,http://www.lauriepohutskyformichigan.com/,1,Democrat,O,D
MI-84C6V0J_Palffy_J,84C6V0J,2018,NA,0,Republican,O,R
MI-47OGX01_Tate_J,47OGX01,2018,http://www.tateformichigan.com/,1,Democrat,O,D
MI-5TT0W36_Koleszar_M,5TT0W36,2018,https://www.mattformichigan.org/,1,Democrat,C,D
MI-E5X3Q20_Noble_J,E5X3Q20,2018,http://votejeffnoble.com/,1,Republican,I,R
MI-9R8Y73U_Moore_D,9R8Y73U,2018,https://www.moore4us.com/,1,Republican,C,R
MI-GG850K2_Pagan_K,GG850K2,2018,http://www.kristypagan.com/,1,Democrat,I,D
MI-A8C708P_Blundell_A,A8C708P,2018,NA,0,Republican,C,R
MI-B13O58K_Kuehnel_M,B13O58K,2018,NA,0,Libertarian,C,O
MI-WQW1126_Chirkun_J,WQW1126,2018,http://www.johnchirkun.com/,1,Democrat,I,D
MI-JSM6400_Frazier_M,JSM6400,2018,https://www.electmichaelfrazier.com/,1,Republican,C,R
MI-KB06I39_Camilleri_D,KB06I39,2018,https://www.darrincamilleri.com/,1,Democrat,I,D
MI-9T39IS7_Winn_L,9T39IS7,2018,https://www.votelaurawinn.com/,1,Democrat,C,D
MI-DGX3849_Marino_S,DGX3849,2018,https://www.repstevemarino.com/,1,Republican,I,R
MI-G2Z3L49_Early_J,G2Z3L49,2018,NA,0,Republican,O,R
MI-1K03BZ8_Shannon_N,1K03BZ8,2018,https://www.nateforstaterep.com/,1,Democrat,O,D
MI-6WQ6L30_Gui_A,6WQ6L30,2018,NA,0,Republican,C,R
MI-0XG2U81_Ellison_J,0XG2U81,2018,http://www.jim4mi.com/,1,Democrat,I,D
MI-8B0L6D1_Carr_B,8B0L6D1,2018,https://www.carrlibertarianformichigandist27.com/,1,Libertarian,C,O
MI-33C2EK4_Flessland_J,33C2EK4,2018,NA,0,Republican,C,R
MI-818OWT6_Wittenberg_R,818OWT6,2018,http://www.wittenbergforrep.org/,1,Democrat,I,D
MI-568J1YO_Delikta_A,568J1YO,2018,NA,0,Republican,C,R
MI-X4047TO_Stone_L,X4047TO,2018,http://www.electloristone.com/,1,Democrat,C,D
MI-79ED50L_Manier_R,79ED50L,2018,http://www.manier4rep.com/,1,Republican,C,R
MI-88A0KR3_Carter_B,88A0KR3,2018,http://www.brendajcarter.com/,1,Democrat,O,D
MI-DRJ7599_Carrier_T,DRJ7599,2018,NA,0,Republican,O,R
MI-8Q3I45X_Brodersen_D,8Q3I45X,2018,NA,0,Republican,C,R
MI-24QZ62I_Byrd_W,24QZ62I,2018,NA,0,Democrat,I,D
MI-KN70Z35_Farrington_D,KN70Z35,2018,https://www.dianafarrington.com/,1,Republican,I,R
MI-72F6H0R_Spica_J,72F6H0R,2018,http://www.electspica.com/,1,Democrat,C,D
MI-037FVE0_Valerio-Nowc_L,037FVE0,2018,NA,0,Republican,C,R
MI-A765T2O_Sowerby_W,A765T2O,2018,https://billsowerby.com/,1,Democrat,I,D
MI-MD8026N_Manley_P,MD8026N,2018,NA,0,Democrat,C,D
MI-35PI13H_Hornberger_P,35PI13H,2018,www.pamelahornberger.com,1,Republican,I,R
MI-878GQ1N_Geralds_A,878GQ1N,2018,https://andreageraldsfordistrict33.wordpress.com/,1,Democrat,C,D
MI-5B63TT5_Yaroch_J,5B63TT5,2018,http://wetrustyaroch.com/,1,Republican,I,R
MI-2D4G0L3_Swift_H,2D4G0L3,2018,NA,0,Republican,C,R
MI-5DK7G55_Neeley_S,5DK7G55,2018,NA,0,Democrat,I,D
MI-HH8L429_Bolden_K,HH8L429,2018,https://www.votebolden.com/,1,Democrat,O,D
MI-F8K8W68_Alfonsetti_T,F8K8W68,2018,NA,0,Republican,O,R
MI-3HLC020_Dryke_B,3HLC020,2018,https://dryke4mi.org/,1,Libertarian,C,O
MI-M53I7F9_Wozniak_D,M53I7F9,2018,http://www.votewozniak.com/,1,Republican,C,R
MI-3F7A9M3_Murphy_R,3F7A9M3,2018,http://robertmurphy36.weebly.com/,1,Democrat,C,D
MI-6Y1H92Z_Greig_C,6Y1H92Z,2018,http://www.electchrisgreig.com/,1,Democrat,I,D
MI-D3E1N26_Swoboda_M,D3E1N26,2018,http://www.mitchswobodaforstaterep.com,1,Republican,C,R
MI-C7KW769_Wright_B,C7KW769,2018,NA,0,Libertarian,C,O
MI-7655JGW_Breen_K,7655JGW,2018,https://www.votekellybreen.com/,1,Democrat,C,D
MI-67A02WH_Crawford_K,67A02WH,2018,http://www.kcrawford.org/,1,Republican,I,R
MI-080E3JF_Croff_A,080E3JF,2018,https://refusedtoaction.com/,1,Libertarian,O,O
MI-G37B4S2_Suidan_J,G37B4S2,2018,https://voteforsuidan.com/,1,Democrat,O,D
MI-55A44TK_Berman_R,55A44TK,2018,http://electryanberman.com/,1,Republican,O,R
MI-80TTC72_Weathington_H,80TTC72,2018,NA,0,Republican,O,R
MI-13E8E9K_Robinson_I,13E8E9K,2018,https://www.robinsonformichigan.com/,1,Democrat,O,D
MI-0G31F2M_Manoogian_M,0G31F2M,2018,https://www.mariformi.com/,1,Democrat,O,D
MI-0RS88L5_Wolkinson_D,0RS88L5,2018,https://www.davidwolkinson.com/,1,Republican,O,R
MI-YK301P7_Tietz_D,YK301P7,2018,https://www.votedougtietz.com/,1,Republican,O,R
MI-WE760Q2_Kuppa_P,WE760Q2,2018,https://www.electpadmakuppa.com/,1,Democrat,O,D
MI-1C100XI_Bollin_A,1C100XI,2018,https://www.annbollin.com/,1,Republican,O,R
MI-731KJ6T_Shand_M,731KJ6T,2018,http://monashand.com/,1,Democrat,O,D
MI-K0V25J5_Breadon_N,K0V25J5,2018,https://www.votenicolebreadon.com/,1,Democrat,O,D
MI-63US47E_Schroeder_A,63US47E,2018,http://www.schroedervoter.org/,1,Republican,O,R
MI-QR78Q09_Dodd_L,QR78Q09,2018,https://www.dodd2018.com/,1,Democrat,O,D
MI-B1X8O83_Maddock_M,B1X8O83,2018,http://www.mattmaddock.com/,1,Republican,O,R
MI-1R28H2K_Cooper_K,1R28H2K,2018,https://cooperformihouse.wordpress.com/,1,Democrat,C,D
MI-L9SI826_Webber_M,L9SI826,2018,http://webberforstaterep.com/,1,Republican,I,R
MI-16J08HR_Denninger_M,16J08HR,2018,https://www.mindydenninger.com/,1,Democrat,C,D
MI-T06OB84_Reilly_J,T06OB84,2018,http://www.friendsofjohnreilly.com/,1,Republican,I,R
MI-M94F26R_Turk_C,M94F26R,2018,https://www.colleenturk.com/,1,Democrat,C,D
MI-345KOU9_Vaupel_H,345KOU9,2018,http://www.votevaupel.com/,1,Republican,I,R
MI-A443YO9_Kennedy_S,A443YO9,2018,https://www.electsherylkennedy.com/,1,Democrat,O,D
MI-3NY03A3_Hardwick_A,3NY03A3,2018,http://allenhardwick.com/,1,Republican,O,R
MI-I238X8F_Cherry_J,I238X8F,2018,https://www.cherryformichigan.com/,1,Democrat,O,D
MI-73XOX16_Duvendeck_P,73XOX16,2018,NA,0,Republican,O,R
MI-VV874Z3_Johnson_C,VV874Z3,2018,NA,0,Democrat,O,D
MI-0BW86G6_Patterson_D,0BW86G6,2018,NA,0,Republican,O,R
MI-34V6KM1_Fisher_T,34V6KM1,2018,NA,0,Republican,C,R
MI-Q689G9C_Sneller_T,Q689G9C,2018,http://www.timsneller.com/,1,Democrat,I,D
MI-V9FH129_Lossing_D,V9FH129,2018,https://www.votedavidlossing.net/,1,Democrat,O,D
MI-445QAG6_Mueller_M,445QAG6,2018,https://mueller4statehouse.com/,1,Republican,O,R
MI-15AW40E_Aiuto_T,15AW40E,2018,https://www.teri4rep.com/,1,Republican,C,R
MI-8W0K06M_Lasinski_D,8W0K06M,2018,http://donnalasinski.com/,1,Democrat,I,D
MI-6390XCC_Holland_J,6390XCC,2018,NA,0,Republican,C,R
MI-2J73Y6L_Rabhi_Y,2J73Y6L,2018,http://www.voterabhi.com/,1,Democrat,I,D
MI-40QF90M_Campbell_C,40QF90M,2018,NA,0,Republican,C,R
MI-0R65BL3_Peterson_R,0R65BL3,2018,http://peterson4rep.com/,1,Democrat,I,D
MI-OVY2493_Baird_B,OVY2493,2018,NA,0,Republican,O,R
MI-S8663AP_Warren_R,S8663AP,2018,https://www.rebekahwarren.com/,1,Democrat,O,D
MI-03RJ94V_Whiteside_E,03RJ94V,2018,https://sites.google.com/site/erniewhiteside/,1,Democrat,C,D
MI-M780QX5_Sheppard_J,M780QX5,2018,https://sheppardforrep.wordpress.com/,1,Republican,I,R
MI-C682AS0_Pedersen_A,C682AS0,2018,http://amberdpedersen4mihouse.com/,1,Democrat,C,D
MI-57DWU52_Kahle_B,57DWU52,2018,https://bronnakahleforstaterep.com/,1,Republican,I,R
MI-2C7S78E_Barnes_T,2C7S78E,2018,https://www.electtamarabarnes.com/,1,Democrat,C,D
MI-I88S56E_Leutheuser_E,I88S56E,2018,NA,0,Republican,I,R
MI-0M02UA5_Smith_D,0M02UA5,2018,http://electdennisbsmith.org/,1,Democrat,C,D
MI-66B9FE3_Miller_A,66B9FE3,2018,http://www.electaaronmiller.com/,1,Republican,I,R
MI-S65P69P_Carter_T,S65P69P,2018,NA,0,Democrat,O,D
MI-5N72H5U_Sawyer_L,5N72H5U,2018,https://www.lindasawyer.org/,1,Republican,O,R
MI-2B96HC2_Baker_W,2B96HC2,2018,NA,0,Republican,C,R
MI-A217O7B_Hoadley_J,A217O7B,2018,http://www.jonhoadley.com/,1,Democrat,I,D
MI-G5NW088_Griffin_A,G5NW088,2018,https://www.albertagriffin61st.com/,1,Democrat,C,D
MI-7F531DT_Iden_B,7F531DT,2018,http://www.voteiden.com/,1,Republican,I,R
MI-L2Z67Z4_Morgan_D,L2Z67Z4,2018,https://www.davemorgan62nd.com/,1,Republican,O,R
MI-64FY4N9_Haadsma_J,64FY4N9,2018,http://jimhaadsma.com/,1,Democrat,O,D
MI-18GU7P0_Aniano_J,18GU7P0,2018,https://www.jenanianoformi.org/,1,Democrat,O,D
MI-SA677I7_Hall_M,SA677I7,2018,https://electmatthall.com/,1,Republican,O,R
MI-X8KO810_Hawkins_R,X8KO810,2018,NA,0,Libertarian,O,O
MI-RY6X712_Pietra_J,RY6X712,2018,http://www.newmenu.org/johnanthony,1,Green,O,O
MI-I1124RO_Peterson_N,I1124RO,2018,NA,0,Libertarian,C,O
MI-Q541C8D_Troxel_S,Q541C8D,2018,https://votesheilatroxel.com/,1,Democrat,C,D
MI-I3R205G_Alexander_J,I3R205G,2018,NA,0,Republican,I,R
MI-5373LXA_Rees_J,5373LXA,2018,https://www.rees4mi.com/,1,Libertarian,O,O
MI-540A0NU_Lightner_S,540A0NU,2018,http://electsarahlightner.com/,1,Republican,O,R
MI-H001K4F_McKinnon_T,H001K4F,2018,https://www.voteterrimckinnon.com/,1,Democrat,O,D
MI-785BN7M_Seibert_D,785BN7M,2018,https://seibertforstaterep.com/,1,Democrat,C,D
MI-K300J5A_Griffin_B,K300J5A,2018,http://votebethgriffin.com/,1,Republican,I,R
MI-T64NM64_Hope_K,T64NM64,2018,http://www.votekarahope.com/,1,Democrat,O,D
MI-73L19AJ_Clark_L,73L19AJ,2018,https://www.leonformichigan.com/,1,Republican,O,R
MI-T6W436Q_Moreau_Z,T6W436Q,2018,https://www.votezacharymoreau.com/,1,Libertarian,O,O
MI-36UQX97_Laurain_R,36UQX97,2018,NA,0,Green,O,O
MI-C7J6N57_Hernandez_R,C7J6N57,2018,https://voterosalindahernandez.com/,1,Republican,O,R
MI-I8688WL_Anthony_S,I8688WL,2018,https://www.votesarahanthony.com/,1,Democrat,O,D
MI-6HN842N_Nastas_G,6HN842N,2018,NA,0,Republican,O,R
MI-N0E8C02_Brixie_J,N0E8C02,2018,http://www.juliebrixie.com/,1,Democrat,O,D
MI-T2Y8F23_Turner_M,T2Y8F23,2018,NA,0,Republican,C,R
MI-IQ3E374_Garrett_L,IQ3E374,2018,NA,0,Democrat,I,D
MI-D4128AO_Train_K,D4128AO,2018,https://www.train4mi.org/,1,Democrat,C,D
MI-98A64AJ_Lower_J,98A64AJ,2018,http://votelower.com/,1,Republican,I,R
MI-0GM5X14_Witwer_A,0GM5X14,2018,https://www.voteforangela.com/,1,Democrat,O,D
MI-219OMP8_Barnes_C,219OMP8,2018,http://www.barnes4staterep.com/,1,Republican,O,R
MI-HE4A781_Lewis_J,HE4A781,2018,http://electjamielewis.com/,1,Libertarian,C,O
MI-IR987M0_Draayer_R,IR987M0,2018,https://www.rondraayer.com/,1,Democrat,C,D
MI-K19A8E2_Johnson_S,K19A8E2,2018,http://votestevejohnson.com/,1,Republican,I,R
MI-045D0MP_Saxton_B,045D0MP,2018,https://www.billinthehouse.com/,1,Democrat,O,D
MI-8W391TJ_Afendoulis_L,8W391TJ,2018,http://www.lynnafendoulis.com/,1,Republican,O,R
MI-5U49Q7V_Huizenga_M,5U49Q7V,2018,http://www.votehuizenga.com/,1,Republican,O,R
MI-9JZ8U68_Carr_M,9JZ8U68,2018,https://voteformeagan.org/,1,Democrat,O,D
MI-RM6L303_Schutte_D,RM6L303,2018,https://billschuette.com/,1,Republican,C,R
MI-574WRL2_Straley_J,574WRL2,2018,https://www.jacobstraley.com/,1,Green,C,O
MI-92DG6G9_LaGrand_D,92DG6G9,2018,http://www.davidlagrand.com/,1,Democrat,I,D
MI-82KY4N9_Brand_A,82KY4N9,2018,https://amandaforgrandrapids.com/,1,Republican,O,R
MI-FV16V51_Hood_R,FV16V51,2018,http://www.hoodforthehouse.com/,1,Democrat,O,D
MI-HE69G11_Hoezee_B,HE69G11,2018,NA,0,Independent,C,O
MI-XP488W6_Knight_D,XP488W6,2018,NA,0,Democrat,C,D
MI-EL0N753_Malowney_P,EL0N753,2018,http://pattyforliberty.com/,1,Libertarian,C,O
MI-Q9390RH_Brann_T,Q9390RH,2018,http://www.tommybrannmi.com/,1,Republican,I,R
MI-JL295K3_Paquette_B,JL295K3,2018,http://www.simplifygovt.com/,1,Republican,O,R
MI-BVO1825_Hill_D,BVO1825,2018,http://deanehill4staterep.com/,1,Democrat,O,D
MI-89K16ON_Andrews_J,89K16ON,2018,https://votejoeyandrews.com/,1,Democrat,O,D
MI-7X2H52L_Wendzel_P,7X2H52L,2018,https://www.winwithwendzel.com/,1,Republican,O,R
MI-082L8DM_Parker_V,082L8DM,2018,https://valerieparker4staterepresentative.com/,1,Republican,C,R
MI-Y1357ER_Gay-Dagnogo_S,Y1357ER,2018,http://www.votesherry.com/,1,Democrat,I,D
MI-01S53FV_Ludwig_M,01S53FV,2018,https://www.ludwigforallegan.net/,1,Democrat,C,D
MI-97H44ZR_Whiteford_M,97H44ZR,2018,http://www.votemarywhiteford.com/,1,Republican,I,R
MI-2N06JG9_Rivard_J,2N06JG9,2018,https://rivardruns.org/,1,Democrat,O,D
MI-60G3D3S_Eisen_G,60G3D3S,2018,http://www.gary-eisen.com/,1,Republican,O,R
MI-82M1E2A_Giles_C,82M1E2A,2018,https://www.electgiles.com/,1,Democrat,C,D
MI-2K443CR_Howell_G,2K443CR,2018,NA,0,Republican,I,R
MI-Z5Y98S1_Brown_S,Z5Y98S1,2018,NA,0,Democrat,C,D
MI-4Y8V5T2_Hernandez_S,4Y8V5T2,2018,http://www.hernandez4rep.com/,1,Republican,I,R
MI-10MC71K_Green_P,10MC71K,2018,https://www.electphilgreen.com/,1,Republican,O,R
MI-JP71I71_Shoop_W,JP71I71,2018,NA,0,Democrat,O,D
MI-S9587IL_Sabin_E,S9587IL,2018,https://www.votesabin2018.com/,1,Democrat,C,D
MI-93AG4E9_Frederick_B,93AG4E9,2018,NA,0,Republican,I,R
MI-810TC7J_Taylor_L,810TC7J,2018,https://votelaurentaylor.com/,1,Democrat,C,D
MI-T3LX056_Norman_S,T3LX056,2018,https://www.electsuenorman.com/,1,Independent,C,O
MI-2H9BJ34_Albert_T,2H9BJ34,2018,http://www.votealbert.com/,1,Republican,I,R
MI-437OL5A_Winters_S,437OL5A,2018,NA,0,Democrat,C,D
MI-00MT2P5_Calley_J,00MT2P5,2018,https://jc4sr.wordpress.com/,1,Republican,I,R
MI-L7E3D42_Zuniga_H,L7E3D42,2018,https://www.zunigaformi.com/,1,Democrat,O,D
MI-01MSB77_Meerman_L,01MSB77,2018,http://meermanforstaterep.com/,1,Republican,O,R
MI-70B9OS2_Sias_J,70B9OS2,2018,http://www.jerrysiasmi89th.com/,1,Democrat,C,D
MI-66Q63YV_Lilly_J,66Q63YV,2018,http://www.votejimlilly.com/,1,Republican,I,R
MI-46PZ44W_Stephens_J,46PZ44W,2018,NA,0,Republican,O,R
MI-32O5K2Q_Whitsett_K,32O5K2Q,2018,https://www.karenwhitsett4staterep.com/,1,Democrat,O,D
MI-47O1I7Q_Slagh_B,47O1I7Q,2018,http://www.slaghformichigan.com/,1,Republican,O,R
MI-9VE653K_Banks_C,9VE653K,2018,https://sites.google.com/view/cbanksforthe90th/home,1,Democrat,O,D
MI-6WP296V_VanWoerkom_G,6WP296V,2018,http://www.votevanwoerkom.com/,1,Republican,O,R
MI-A42DY39_Cabala_T,A42DY39,2018,https://www.tanyacabala.com/,1,Democrat,O,D
MI-886S9IJ_Eichorst_G,886S9IJ,2018,NA,0,Republican,C,R
MI-E9751QG_Sabo_T,E9751QG,2018,http://www.votesabo.com/,1,Democrat,I,D
MI-Y319P8T_Levey_D,Y319P8T,2018,NA,0,Democrat,O,D
MI-EFQ9784_Filler_G,EFQ9784,2018,https://www.grahamfiller.com/,1,Republican,O,R
MI-707U3OT_Palmer_T,707U3OT,2018,https://www.votetylerpalmer.com/,1,Libertarian,O,O
MI-2M6C9L6_Adams_D,2M6C9L6,2018,NA,0,Democrat,O,D
MI-XL82F27_Wakeman_R,XL82F27,2018,NA,0,Republican,O,R
MI-R8D12Y4_Tanner_D,R8D12Y4,2018,NA,0,Republican,C,R
MI-R2Z65I7_Guerra_V,R2Z65I7,2018,http://www.vanessaguerra.com/,1,Democrat,I,D
MI-M1E0N24_Kowalski_S,M1E0N24,2018,NA,0,Republican,C,R
MI-507H3BX_Elder_B,507H3BX,2018,https://www.elderforrep.com/,1,Democrat,I,D
MI-M8R12M0_Young-Wenkel_C,M8R12M0,2018,NA,0,Democrat,C,D
MI-3J06D5M_Wentworth_J,3J06D5M,2018,NA,0,Republican,I,R
MI-2G51H6O_Glenn_A,2G51H6O,2018,https://www.annetteglenn.com/,1,Republican,O,R
MI-I2Q4Z96_Schulz_S,I2Q4Z96,2018,http://www.sarah4mi.org/,1,Democrat,O,D
MI-06P40CM_Brown_K,06P40CM,2018,https://electkristenbrown.com/,1,Democrat,C,D
MI-8YLH303_Hauck_R,8YLH303,2018,https://www.rogerhauck.com/,1,Republican,I,R
MI-178GQN4_Bullock_D,178GQN4,2018,NA,0,Green,C,O
MI-3C06F3C_Montie_P,3C06F3C,2018,NA,0,Republican,C,R
MI-58JG9W2_Chang_S,58JG9W2,2018,http://www.stephaniechang.com/,1,Democrat,C,D
MI-U09UM15_MacDonald_M,U09UM15,2018,https://www.electmikemacdonald.com/,1,Republican,C,R
MI-7T7MR46_Saliba_M,7T7MR46,2018,NA,0,Libertarian,C,O
MI-S32Y0D9_Yanez_H,S32Y0D9,2018,http://www.votehenryyanez.com/,1,Democrat,C,D
MI-Z5564LY_Tuman_B,Z5564LY,2018,NA,0,Republican,C,R
MI-6V48QP7_Young_J,6V48QP7,2018,NA,0,Libertarian,C,O
MI-F92R93G_Moss_J,F92R93G,2018,http://votejeremymoss.com/,1,Democrat,C,D
MI-QLP6692_Pittel_J,QLP6692,2018,https://jeffpittel4mi.org/,1,Libertarian,O,O
MI-5K15V3U_McCready_M,5K15V3U,2018,http://mccreadyforstaterep.com/,1,Republican,O,R
MI-R666XK2_Bayer_R,R666XK2,2018,https://www.rosemarybayer.com/,1,Democrat,O,D
MI-4L30L7T_McMorrow_M,4L30L7T,2018,https://www.mcmorrowformichigan.com/,1,Democrat,C,D
MI-645NH3W_Knollenberg_M,645NH3W,2018,http://www.martyknollenberg.com/,1,Republican,I,R
MI-8363ITV_Smith_J,8363ITV,2018,NA,0,Green,C,O
MI-857M0ZA_Watson_R,857M0ZA,2018,http://reneewatson4michigansenate.com/,1,Democrat,C,D
MI-1402PIZ_Johnson_R,1402PIZ,2018,https://www.ruthforsenate.com/,1,Republican,C,R
MI-Z39R27O_Pulver_J,Z39R27O,2018,https://www.juliapulver.com/,1,Democrat,C,D
MI-8P06IL1_Runestad_J,8P06IL1,2018,http://runwithrunestad.com/,1,Republican,C,R
MI-8DPT350_Muszynski_R,8DPT350,2018,https://www.ronaldforpresident.com/,1,Libertarian,C,O
MI-P0N34D2_Toops_V,P0N34D2,2018,https://www.votevalcochrantoops.com/,1,Democrat,C,D
MI-YAV2985_Shirkey_M,YAV2985,2018,http://www.mikeshirkey.com/,1,Republican,I,R
MI-5TJA724_McNamara_C,5TJA724,2018,NA,0,Libertarian,C,O
MI-LO684H7_Zorn_D,LO684H7,2018,https://www.senatordalezorn.com/,1,Republican,I,R
MI-6DH4W01_LaVoy_B,6DH4W01,2018,http://www.billlavoy.com/,1,Democrat,C,D
MI-480PF0V_Irwin_J,480PF0V,2018,https://www.irwinforsenate.com/,1,Democrat,C,D
MI-0B89VB9_Church_M,0B89VB9,2018,NA,0,Republican,C,R
MI-P48PR21_Repasky_T,P48PR21,2018,NA,0,Independent,C,O
MI-1S594RX_Noble_J,1S594RX,2018,https://www.noble4mich.com/,1,Democrat,O,D
MI-F3C89A9_Bizon_J,F3C89A9,2018,https://www.bizonformichigansenate.com/,1,Republican,O,R
MI-M1A54S4_Gillotte_J,M1A54S4,2018,NA,0,Libertarian,O,O
MI-V592EJ6_Papas_L,V592EJ6,2018,https://www.lisapapas.com/,1,Republican,O,R
MI-810F5LH_Hollier_A,810F5LH,2018,http://www.adamhollier.com/,1,Democrat,O,D
MI-7KH4I39_Wenke_L,7KH4I39,2018,http://www.votewenke.com/,1,Libertarian,C,O
MI-P35K03I_McCann_S,P35K03I,2018,https://seanamccann.com/,1,Democrat,C,D
MI-13GFS36_O'Brien_M,13GFS36,2018,http://www.margaretobrien.com,1,Republican,I,R
MI-341SC4M_Haight_I,341SC4M,2018,http://ianhaightforsenate.com/,1,Democrat,C,D
